campagne,date,jour,variable,groupe,valeur,Année
2022-2023,2022-12-23,67,DOSES(J07E1),65 ans et plus,13642,2023
2022-2023,2022-12-23,67,ACTE(VGP),moins de 65 ans,7279,2023
2022-2023,2022-12-23,67,DOSES(J07E1),moins de 65 ans,13896,2023
2022-2023,2022-12-24,68,ACTE(VGP),65 ans et plus,2134,2023
2022-2023,2022-12-24,68,DOSES(J07E1),65 ans et plus,4136,2023
2022-2023,2022-12-24,68,ACTE(VGP),moins de 65 ans,2159,2023
2022-2023,2022-12-24,68,DOSES(J07E1),moins de 65 ans,5149,2023
2022-2023,2022-12-25,69,ACTE(VGP),65 ans et plus,82,2023
2022-2023,2022-12-25,69,DOSES(J07E1),65 ans et plus,59,2023
2022-2023,2022-12-25,69,ACTE(VGP),moins de 65 ans,53,2023
2022-2023,2022-12-25,69,DOSES(J07E1),moins de 65 ans,140,2023
2022-2023,2022-12-26,70,ACTE(VGP),65 ans et plus,6797,2023
2022-2023,2022-12-26,70,DOSES(J07E1),65 ans et plus,10136,2023
2022-2023,2022-12-26,70,ACTE(VGP),moins de 65 ans,6200,2023
2022-2023,2022-12-26,70,DOSES(J07E1),moins de 65 ans,10347,2023
2022-2023,2022-12-27,71,ACTE(VGP),65 ans et plus,11008,2023
2022-2023,2022-12-27,71,DOSES(J07E1),65 ans et plus,15384,2023
2022-2023,2022-12-27,71,ACTE(VGP),moins de 65 ans,8080,2023
2022-2023,2022-12-27,71,DOSES(J07E1),moins de 65 ans,13009,2023
2022-2023,2022-12-28,72,ACTE(VGP),65 ans et plus,10033,2023
2022-2023,2022-12-28,72,DOSES(J07E1),65 ans et plus,14128,2023
2022-2023,2022-12-28,72,ACTE(VGP),moins de 65 ans,7865,2023
2022-2023,2022-12-28,72,DOSES(J07E1),moins de 65 ans,12763,2023
2022-2023,2022-12-29,73,ACTE(VGP),65 ans et plus,13437,2023
2022-2023,2022-12-29,73,DOSES(J07E1),65 ans et plus,18897,2023
2022-2023,2022-12-29,73,ACTE(VGP),moins de 65 ans,10832,2023
2022-2023,2022-12-29,73,DOSES(J07E1),moins de 65 ans,17482,2023
2022-2023,2022-12-30,74,ACTE(VGP),65 ans et plus,8934,2023
2022-2023,2022-12-30,74,DOSES(J07E1),65 ans et plus,13018,2023
2022-2023,2022-12-30,74,ACTE(VGP),moins de 65 ans,7824,2023
2022-2023,2022-12-30,74,DOSES(J07E1),moins de 65 ans,13799,2023
2022-2023,2022-12-31,75,ACTE(VGP),65 ans et plus,2360,2023
2022-2023,2022-12-31,75,DOSES(J07E1),65 ans et plus,4704,2023
2022-2023,2022-12-31,75,ACTE(VGP),moins de 65 ans,2485,2023
2022-2023,2022-12-31,75,DOSES(J07E1),moins de 65 ans,5020,2023
2022-2023,2023-01-01,76,ACTE(VGP),65 ans et plus,92,2023
2022-2023,2023-01-01,76,DOSES(J07E1),65 ans et plus,39,2023
2022-2023,2023-01-01,76,ACTE(VGP),moins de 65 ans,59,2023
2022-2023,2023-01-01,76,DOSES(J07E1),moins de 65 ans,120,2023
2022-2023,2023-01-02,77,ACTE(VGP),65 ans et plus,7566,2023
2022-2023,2023-01-02,77,DOSES(J07E1),65 ans et plus,10634,2023
2022-2023,2023-01-02,77,ACTE(VGP),moins de 65 ans,6746,2023
2022-2023,2023-01-02,77,DOSES(J07E1),moins de 65 ans,10685,2023
2022-2023,2023-01-03,78,ACTE(VGP),65 ans et plus,9836,2023
2022-2023,2023-01-03,78,DOSES(J07E1),65 ans et plus,13005,2023
2022-2023,2023-01-03,78,ACTE(VGP),moins de 65 ans,6610,2023
2022-2023,2023-01-03,78,DOSES(J07E1),moins de 65 ans,10392,2023
2022-2023,2023-01-04,79,ACTE(VGP),65 ans et plus,7703,2023
2022-2023,2023-01-04,79,DOSES(J07E1),65 ans et plus,10910,2023
2022-2023,2023-01-04,79,ACTE(VGP),moins de 65 ans,5673,2023
2022-2023,2023-01-04,79,DOSES(J07E1),moins de 65 ans,9081,2023
2022-2023,2023-01-05,80,ACTE(VGP),65 ans et plus,7272,2023
2022-2023,2023-01-05,80,DOSES(J07E1),65 ans et plus,10224,2023
2022-2023,2023-01-05,80,ACTE(VGP),moins de 65 ans,5231,2023
2022-2023,2023-01-05,80,DOSES(J07E1),moins de 65 ans,8248,2023
2022-2023,2023-01-06,81,ACTE(VGP),65 ans et plus,6699,2023
2022-2023,2023-01-06,81,DOSES(J07E1),65 ans et plus,9548,2023
2022-2023,2023-01-06,81,ACTE(VGP),moins de 65 ans,5700,2023
2022-2023,2023-01-06,81,DOSES(J07E1),moins de 65 ans,8671,2023
2022-2023,2023-01-07,82,ACTE(VGP),65 ans et plus,2444,2023
2022-2023,2023-01-07,82,DOSES(J07E1),65 ans et plus,3701,2023
2022-2023,2023-01-07,82,ACTE(VGP),moins de 65 ans,3002,2023
2022-2023,2023-01-07,82,DOSES(J07E1),moins de 65 ans,4923,2023
2022-2023,2023-01-08,83,ACTE(VGP),65 ans et plus,61,2023
2022-2023,2023-01-08,83,DOSES(J07E1),65 ans et plus,175,2023
2022-2023,2023-01-08,83,ACTE(VGP),moins de 65 ans,84,2023
2022-2023,2023-01-08,83,DOSES(J07E1),moins de 65 ans,154,2023
2022-2023,2023-01-09,84,ACTE(VGP),65 ans et plus,4665,2023
2022-2023,2023-01-09,84,DOSES(J07E1),65 ans et plus,6352,2023
2022-2023,2023-01-09,84,ACTE(VGP),moins de 65 ans,3550,2023
2022-2023,2023-01-09,84,DOSES(J07E1),moins de 65 ans,5939,2023
2022-2023,2023-01-10,85,ACTE(VGP),65 ans et plus,4954,2023
2022-2023,2023-01-10,85,DOSES(J07E1),65 ans et plus,6542,2023
2022-2023,2023-01-10,85,ACTE(VGP),moins de 65 ans,3398,2023
2022-2023,2023-01-10,85,DOSES(J07E1),moins de 65 ans,5362,2023
2022-2023,2023-01-11,86,ACTE(VGP),65 ans et plus,3857,2023
2022-2023,2023-01-11,86,DOSES(J07E1),65 ans et plus,5042,2023
2022-2023,2023-01-11,86,ACTE(VGP),moins de 65 ans,2899,2023
2022-2023,2023-01-11,86,DOSES(J07E1),moins de 65 ans,4664,2023
2022-2023,2023-01-12,87,ACTE(VGP),65 ans et plus,3900,2023
2022-2023,2023-01-12,87,DOSES(J07E1),65 ans et plus,5037,2023
2022-2023,2023-01-12,87,ACTE(VGP),moins de 65 ans,2637,2023
2022-2023,2023-01-12,87,DOSES(J07E1),moins de 65 ans,4402,2023
2022-2023,2023-01-13,88,ACTE(VGP),65 ans et plus,3643,2023
2022-2023,2023-01-13,88,DOSES(J07E1),65 ans et plus,4842,2023
2022-2023,2023-01-13,88,ACTE(VGP),moins de 65 ans,2836,2023
2022-2023,2023-01-13,88,DOSES(J07E1),moins de 65 ans,4255,2023
2022-2023,2023-01-14,89,ACTE(VGP),65 ans et plus,1468,2023
2022-2023,2023-01-14,89,DOSES(J07E1),65 ans et plus,2050,2023
2022-2023,2023-01-14,89,ACTE(VGP),moins de 65 ans,1592,2023
2022-2023,2023-01-14,89,DOSES(J07E1),moins de 65 ans,2391,2023
2022-2023,2023-01-15,90,ACTE(VGP),65 ans et plus,73,2023
2022-2023,2023-01-15,90,DOSES(J07E1),65 ans et plus,50,2023
2022-2023,2023-01-15,90,ACTE(VGP),moins de 65 ans,73,2023
2022-2023,2023-01-15,90,DOSES(J07E1),moins de 65 ans,120,2023
2022-2023,2023-01-16,91,ACTE(VGP),65 ans et plus,2741,2023
2022-2023,2023-01-16,91,DOSES(J07E1),65 ans et plus,3848,2023
2022-2023,2023-01-16,91,ACTE(VGP),moins de 65 ans,2062,2023
2022-2023,2023-01-16,91,DOSES(J07E1),moins de 65 ans,3374,2023
2022-2023,2023-01-17,92,ACTE(VGP),65 ans et plus,3094,2023
2022-2023,2023-01-17,92,DOSES(J07E1),65 ans et plus,4050,2023
2022-2023,2023-01-17,92,ACTE(VGP),moins de 65 ans,2207,2023
2022-2023,2023-01-17,92,DOSES(J07E1),moins de 65 ans,3467,2023
2022-2023,2023-01-18,93,ACTE(VGP),65 ans et plus,2555,2023
2022-2023,2023-01-18,93,DOSES(J07E1),65 ans et plus,3132,2023
2022-2023,2023-01-18,93,ACTE(VGP),moins de 65 ans,1818,2023
2022-2023,2023-01-18,93,DOSES(J07E1),moins de 65 ans,2988,2023
2022-2023,2023-01-19,94,ACTE(VGP),65 ans et plus,2166,2023
2022-2023,2023-01-19,94,DOSES(J07E1),65 ans et plus,2676,2023
2022-2023,2023-01-19,94,ACTE(VGP),moins de 65 ans,1861,2023
2022-2023,2023-01-19,94,DOSES(J07E1),moins de 65 ans,2876,2023
2022-2023,2023-01-20,95,ACTE(VGP),65 ans et plus,2086,2023
2022-2023,2023-01-20,95,DOSES(J07E1),65 ans et plus,3199,2023
2022-2023,2023-01-20,95,ACTE(VGP),moins de 65 ans,1858,2023
2022-2023,2023-01-20,95,DOSES(J07E1),moins de 65 ans,2661,2023
2022-2023,2023-01-21,96,ACTE(VGP),65 ans et plus,857,2023
2022-2023,2023-01-21,96,DOSES(J07E1),65 ans et plus,1243,2023
2022-2023,2023-01-21,96,ACTE(VGP),moins de 65 ans,1032,2023
2022-2023,2023-01-21,96,DOSES(J07E1),moins de 65 ans,1482,2023
2022-2023,2023-01-22,97,ACTE(VGP),65 ans et plus,76,2023
2022-2023,2023-01-22,97,DOSES(J07E1),65 ans et plus,42,2023
2022-2023,2023-01-22,97,ACTE(VGP),moins de 65 ans,82,2023
2022-2023,2023-01-22,97,DOSES(J07E1),moins de 65 ans,89,2023
2022-2023,2023-01-23,98,ACTE(VGP),65 ans et plus,2010,2023
2022-2023,2023-01-23,98,DOSES(J07E1),65 ans et plus,2448,2023
2022-2023,2023-01-23,98,ACTE(VGP),moins de 65 ans,1432,2023
2022-2023,2023-01-23,98,DOSES(J07E1),moins de 65 ans,2223,2023
2022-2023,2023-01-24,99,ACTE(VGP),65 ans et plus,2177,2023
2022-2023,2023-01-24,99,DOSES(J07E1),65 ans et plus,2675,2023
2022-2023,2023-01-24,99,ACTE(VGP),moins de 65 ans,1473,2023
2022-2023,2023-01-24,99,DOSES(J07E1),moins de 65 ans,2383,2023
2022-2023,2023-01-25,100,ACTE(VGP),65 ans et plus,1611,2023
2022-2023,2023-01-25,100,DOSES(J07E1),65 ans et plus,2342,2023
2022-2023,2023-01-25,100,ACTE(VGP),moins de 65 ans,1207,2023
2022-2023,2023-01-25,100,DOSES(J07E1),moins de 65 ans,1914,2023
2022-2023,2023-01-26,101,ACTE(VGP),65 ans et plus,1612,2023
2022-2023,2023-01-26,101,DOSES(J07E1),65 ans et plus,2354,2023
2022-2023,2023-01-26,101,ACTE(VGP),moins de 65 ans,1258,2023
2022-2023,2023-01-26,101,DOSES(J07E1),moins de 65 ans,1997,2023
2022-2023,2023-01-27,102,ACTE(VGP),65 ans et plus,1745,2023
2022-2023,2023-01-27,102,DOSES(J07E1),65 ans et plus,2730,2023
2022-2023,2023-01-27,102,ACTE(VGP),moins de 65 ans,1258,2023
2022-2023,2023-01-27,102,DOSES(J07E1),moins de 65 ans,2230,2023
2022-2023,2023-01-28,103,ACTE(VGP),65 ans et plus,754,2023
2022-2023,2023-01-28,103,DOSES(J07E1),65 ans et plus,1123,2023
2022-2023,2023-01-28,103,ACTE(VGP),moins de 65 ans,742,2023
2022-2023,2023-01-28,103,DOSES(J07E1),moins de 65 ans,1189,2023
2022-2023,2023-01-29,104,ACTE(VGP),65 ans et plus,88,2023
2022-2023,2023-01-29,104,DOSES(J07E1),65 ans et plus,84,2023
2022-2023,2023-01-29,104,ACTE(VGP),moins de 65 ans,30,2023
2022-2023,2023-01-29,104,DOSES(J07E1),moins de 65 ans,54,2023
2022-2023,2023-01-30,105,ACTE(VGP),65 ans et plus,1654,2023
2022-2023,2023-01-30,105,DOSES(J07E1),65 ans et plus,2401,2023
2022-2023,2023-01-30,105,ACTE(VGP),moins de 65 ans,1219,2023
2022-2023,2023-01-30,105,DOSES(J07E1),moins de 65 ans,1903,2023
2022-2023,2023-01-31,106,ACTE(VGP),65 ans et plus,1830,2023
2022-2023,2023-01-31,106,DOSES(J07E1),65 ans et plus,2441,2023
2022-2023,2023-01-31,106,ACTE(VGP),moins de 65 ans,1231,2023
2022-2023,2023-01-31,106,DOSES(J07E1),moins de 65 ans,2076,2023
2022-2023,2023-02-01,107,ACTE(VGP),65 ans et plus,682,2023
2022-2023,2023-02-01,107,DOSES(J07E1),65 ans et plus,800,2023
2022-2023,2023-02-01,107,ACTE(VGP),moins de 65 ans,713,2023
2022-2023,2023-02-01,107,DOSES(J07E1),moins de 65 ans,1215,2023
2022-2023,2023-02-02,108,ACTE(VGP),65 ans et plus,689,2023
2022-2023,2023-02-02,108,DOSES(J07E1),65 ans et plus,1226,2023
2022-2023,2023-02-02,108,ACTE(VGP),moins de 65 ans,637,2023
2022-2023,2023-02-02,108,DOSES(J07E1),moins de 65 ans,996,2023
2022-2023,2023-02-03,109,ACTE(VGP),65 ans et plus,659,2023
2022-2023,2023-02-03,109,DOSES(J07E1),65 ans et plus,765,2023
2022-2023,2023-02-03,109,ACTE(VGP),moins de 65 ans,620,2023
2022-2023,2023-02-03,109,DOSES(J07E1),moins de 65 ans,1007,2023
2022-2023,2023-02-04,110,ACTE(VGP),65 ans et plus,252,2023
2022-2023,2023-02-04,110,DOSES(J07E1),65 ans et plus,461,2023
2022-2023,2023-02-04,110,ACTE(VGP),moins de 65 ans,297,2023
2022-2023,2023-02-04,110,DOSES(J07E1),moins de 65 ans,498,2023
2022-2023,2023-02-05,111,ACTE(VGP),65 ans et plus,14,2023
2022-2023,2023-02-05,111,DOSES(J07E1),65 ans et plus,31,2023
2022-2023,2023-02-05,111,ACTE(VGP),moins de 65 ans,21,2023
2022-2023,2023-02-05,111,DOSES(J07E1),moins de 65 ans,24,2023
2022-2023,2023-02-06,112,ACTE(VGP),65 ans et plus,508,2023
2022-2023,2023-02-06,112,DOSES(J07E1),65 ans et plus,423,2023
2022-2023,2023-02-06,112,ACTE(VGP),moins de 65 ans,521,2023
2022-2023,2023-02-06,112,DOSES(J07E1),moins de 65 ans,798,2023
2022-2023,2023-02-07,113,ACTE(VGP),65 ans et plus,505,2023
2022-2023,2023-02-07,113,DOSES(J07E1),65 ans et plus,566,2023
2022-2023,2023-02-07,113,ACTE(VGP),moins de 65 ans,483,2023
2022-2023,2023-02-07,113,DOSES(J07E1),moins de 65 ans,787,2023
2022-2023,2023-02-08,114,ACTE(VGP),65 ans et plus,450,2023
2022-2023,2023-02-08,114,DOSES(J07E1),65 ans et plus,485,2023
2022-2023,2023-02-08,114,ACTE(VGP),moins de 65 ans,437,2023
2022-2023,2023-02-08,114,DOSES(J07E1),moins de 65 ans,689,2023
2022-2023,2023-02-09,115,ACTE(VGP),65 ans et plus,575,2023
2022-2023,2023-02-09,115,DOSES(J07E1),65 ans et plus,504,2023
2022-2023,2023-02-09,115,ACTE(VGP),moins de 65 ans,535,2023
2022-2023,2023-02-09,115,DOSES(J07E1),moins de 65 ans,817,2023
2022-2023,2023-02-10,116,ACTE(VGP),65 ans et plus,563,2023
2022-2023,2023-02-10,116,DOSES(J07E1),65 ans et plus,562,2023
2022-2023,2023-02-10,116,ACTE(VGP),moins de 65 ans,506,2023
2022-2023,2023-02-10,116,DOSES(J07E1),moins de 65 ans,728,2023
2022-2023,2023-02-11,117,ACTE(VGP),65 ans et plus,277,2023
2022-2023,2023-02-11,117,DOSES(J07E1),65 ans et plus,310,2023
2022-2023,2023-02-11,117,ACTE(VGP),moins de 65 ans,284,2023
2022-2023,2023-02-11,117,DOSES(J07E1),moins de 65 ans,445,2023
2022-2023,2023-02-12,118,ACTE(VGP),65 ans et plus,17,2023
2022-2023,2023-02-12,118,DOSES(J07E1),65 ans et plus,2,2023
2022-2023,2023-02-12,118,ACTE(VGP),moins de 65 ans,8,2023
2022-2023,2023-02-12,118,DOSES(J07E1),moins de 65 ans,8,2023
2022-2023,2023-02-13,119,ACTE(VGP),65 ans et plus,484,2023
2022-2023,2023-02-13,119,DOSES(J07E1),65 ans et plus,377,2023
2022-2023,2023-02-13,119,ACTE(VGP),moins de 65 ans,467,2023
2022-2023,2023-02-13,119,DOSES(J07E1),moins de 65 ans,578,2023
2022-2023,2023-02-14,120,ACTE(VGP),65 ans et plus,412,2023
2022-2023,2023-02-14,120,DOSES(J07E1),65 ans et plus,314,2023
2022-2023,2023-02-14,120,ACTE(VGP),moins de 65 ans,382,2023
2022-2023,2023-02-14,120,DOSES(J07E1),moins de 65 ans,532,2023
2022-2023,2023-02-15,121,ACTE(VGP),65 ans et plus,444,2023
2022-2023,2023-02-15,121,DOSES(J07E1),65 ans et plus,225,2023
2022-2023,2023-02-15,121,ACTE(VGP),moins de 65 ans,398,2023
2022-2023,2023-02-15,121,DOSES(J07E1),moins de 65 ans,510,2023
2022-2023,2023-02-16,122,ACTE(VGP),65 ans et plus,383,2023
2022-2023,2023-02-16,122,DOSES(J07E1),65 ans et plus,300,2023
2022-2023,2023-02-16,122,ACTE(VGP),moins de 65 ans,320,2023
2022-2023,2023-02-16,122,DOSES(J07E1),moins de 65 ans,561,2023
2022-2023,2023-02-17,123,ACTE(VGP),65 ans et plus,287,2023
2022-2023,2023-02-17,123,DOSES(J07E1),65 ans et plus,412,2023
2022-2023,2023-02-17,123,ACTE(VGP),moins de 65 ans,361,2023
2022-2023,2023-02-17,123,DOSES(J07E1),moins de 65 ans,517,2023
2022-2023,2023-02-18,124,ACTE(VGP),65 ans et plus,221,2023
2022-2023,2023-02-18,124,DOSES(J07E1),65 ans et plus,190,2023
2022-2023,2023-02-18,124,ACTE(VGP),moins de 65 ans,203,2023
2022-2023,2023-02-18,124,DOSES(J07E1),moins de 65 ans,305,2023
2022-2023,2023-02-19,125,ACTE(VGP),65 ans et plus,26,2023
2022-2023,2023-02-19,125,DOSES(J07E1),65 ans et plus,23,2023
2022-2023,2023-02-19,125,ACTE(VGP),moins de 65 ans,18,2023
2022-2023,2023-02-19,125,DOSES(J07E1),moins de 65 ans,16,2023
2022-2023,2023-02-20,126,ACTE(VGP),65 ans et plus,418,2023
2022-2023,2023-02-20,126,DOSES(J07E1),65 ans et plus,234,2023
2022-2023,2023-02-20,126,ACTE(VGP),moins de 65 ans,307,2023
2022-2023,2023-02-20,126,DOSES(J07E1),moins de 65 ans,363,2023
2022-2023,2023-02-21,127,ACTE(VGP),65 ans et plus,321,2023
2022-2023,2023-02-21,127,DOSES(J07E1),65 ans et plus,207,2023
2022-2023,2023-02-21,127,ACTE(VGP),moins de 65 ans,323,2023
2022-2023,2023-02-21,127,DOSES(J07E1),moins de 65 ans,392,2023
2022-2023,2023-02-22,128,ACTE(VGP),65 ans et plus,301,2023
2022-2023,2023-02-22,128,DOSES(J07E1),65 ans et plus,329,2023
2022-2023,2023-02-22,128,ACTE(VGP),moins de 65 ans,314,2023
2022-2023,2023-02-22,128,DOSES(J07E1),moins de 65 ans,416,2023
2022-2023,2023-02-23,129,ACTE(VGP),65 ans et plus,367,2023
2022-2023,2023-02-23,129,DOSES(J07E1),65 ans et plus,290,2023
2022-2023,2023-02-23,129,ACTE(VGP),moins de 65 ans,330,2023
2022-2023,2023-02-23,129,DOSES(J07E1),moins de 65 ans,500,2023
2022-2023,2023-02-24,130,ACTE(VGP),65 ans et plus,270,2023
2022-2023,2023-02-24,130,DOSES(J07E1),65 ans et plus,403,2023
2022-2023,2023-02-24,130,ACTE(VGP),moins de 65 ans,292,2023
2022-2023,2023-02-24,130,DOSES(J07E1),moins de 65 ans,411,2023
2022-2023,2023-02-25,131,ACTE(VGP),65 ans et plus,145,2023
2022-2023,2023-02-25,131,DOSES(J07E1),65 ans et plus,131,2023
2022-2023,2023-02-25,131,ACTE(VGP),moins de 65 ans,175,2023
2022-2023,2023-02-25,131,DOSES(J07E1),moins de 65 ans,273,2023
2022-2023,2023-02-26,132,ACTE(VGP),65 ans et plus,7,2023
2022-2023,2023-02-26,132,DOSES(J07E1),65 ans et plus,9,2023
2022-2023,2023-02-26,132,ACTE(VGP),moins de 65 ans,15,2023
2022-2023,2023-02-26,132,DOSES(J07E1),moins de 65 ans,28,2023
2022-2023,2023-02-27,133,ACTE(VGP),65 ans et plus,344,2023
2022-2023,2023-02-27,133,DOSES(J07E1),65 ans et plus,259,2023
2022-2023,2023-02-27,133,ACTE(VGP),moins de 65 ans,291,2023
2022-2023,2023-02-27,133,DOSES(J07E1),moins de 65 ans,409,2023
2022-2023,2023-02-28,134,ACTE(VGP),65 ans et plus,361,2023
2022-2023,2023-02-28,134,DOSES(J07E1),65 ans et plus,354,2023
2022-2023,2023-02-28,134,ACTE(VGP),moins de 65 ans,329,2023
2022-2023,2023-02-28,134,DOSES(J07E1),moins de 65 ans,411,2023
2023-2024,2023-10-17,1,ACTE(VGP),65 ans et plus,165358,2023
2023-2024,2023-10-17,1,DOSES(J07E1),65 ans et plus,460513,2023
2023-2024,2023-10-17,1,ACTE(VGP),moins de 65 ans,45120,2023
2023-2024,2023-10-17,1,DOSES(J07E1),moins de 65 ans,109899,2023
2023-2024,2023-10-18,2,ACTE(VGP),65 ans et plus,120833,2023
2023-2024,2023-10-18,2,DOSES(J07E1),65 ans et plus,315498,2023
2023-2024,2023-10-18,2,ACTE(VGP),moins de 65 ans,33324,2023
2023-2024,2023-10-18,2,DOSES(J07E1),moins de 65 ans,77909,2023
2023-2024,2023-10-19,3,ACTE(VGP),65 ans et plus,126152,2023
2023-2024,2023-10-19,3,DOSES(J07E1),65 ans et plus,300589,2023
2023-2024,2023-10-19,3,ACTE(VGP),moins de 65 ans,32594,2023
2023-2024,2023-10-19,3,DOSES(J07E1),moins de 65 ans,70954,2023
2023-2024,2023-10-20,4,ACTE(VGP),65 ans et plus,112963,2023
2023-2024,2023-10-20,4,DOSES(J07E1),65 ans et plus,255531,2023
2023-2024,2023-10-20,4,ACTE(VGP),moins de 65 ans,34831,2023
2023-2024,2023-10-20,4,DOSES(J07E1),moins de 65 ans,70718,2023
2023-2024,2023-10-21,5,ACTE(VGP),65 ans et plus,32658,2023
2023-2024,2023-10-21,5,DOSES(J07E1),65 ans et plus,103700,2023
2023-2024,2023-10-21,5,ACTE(VGP),moins de 65 ans,18330,2023
2023-2024,2023-10-21,5,DOSES(J07E1),moins de 65 ans,40878,2023
2023-2024,2023-10-22,6,ACTE(VGP),65 ans et plus,265,2023
2023-2024,2023-10-22,6,DOSES(J07E1),65 ans et plus,1493,2023
2023-2024,2023-10-22,6,ACTE(VGP),moins de 65 ans,212,2023
2023-2024,2023-10-22,6,DOSES(J07E1),moins de 65 ans,435,2023
2023-2024,2023-10-23,7,ACTE(VGP),65 ans et plus,97705,2023
2023-2024,2023-10-23,7,DOSES(J07E1),65 ans et plus,218232,2023
2023-2024,2023-10-23,7,ACTE(VGP),moins de 65 ans,27917,2023
2023-2024,2023-10-23,7,DOSES(J07E1),moins de 65 ans,59534,2023
2023-2024,2023-10-24,8,ACTE(VGP),65 ans et plus,119787,2023
2023-2024,2023-10-24,8,DOSES(J07E1),65 ans et plus,252434,2023
2023-2024,2023-10-24,8,ACTE(VGP),moins de 65 ans,30503,2023
2023-2024,2023-10-24,8,DOSES(J07E1),moins de 65 ans,62660,2023
2023-2024,2023-10-25,9,ACTE(VGP),65 ans et plus,90320,2023
2023-2024,2023-10-25,9,DOSES(J07E1),65 ans et plus,200503,2023
2023-2024,2023-10-25,9,ACTE(VGP),moins de 65 ans,24523,2023
2023-2024,2023-10-25,9,DOSES(J07E1),moins de 65 ans,53089,2023
2023-2024,2023-10-26,10,ACTE(VGP),65 ans et plus,92667,2023
2023-2024,2023-10-26,10,DOSES(J07E1),65 ans et plus,195061,2023
2023-2024,2023-10-26,10,ACTE(VGP),moins de 65 ans,25280,2023
2023-2024,2023-10-26,10,DOSES(J07E1),moins de 65 ans,52435,2023
2023-2024,2023-10-27,11,ACTE(VGP),65 ans et plus,91062,2023
2023-2024,2023-10-27,11,DOSES(J07E1),65 ans et plus,190841,2023
2023-2024,2023-10-27,11,ACTE(VGP),moins de 65 ans,28542,2023
2023-2024,2023-10-27,11,DOSES(J07E1),moins de 65 ans,56153,2023
2023-2024,2023-10-28,12,ACTE(VGP),65 ans et plus,26060,2023
2023-2024,2023-10-28,12,DOSES(J07E1),65 ans et plus,77933,2023
2023-2024,2023-10-28,12,ACTE(VGP),moins de 65 ans,14513,2023
2023-2024,2023-10-28,12,DOSES(J07E1),moins de 65 ans,31992,2023
2023-2024,2023-10-29,13,ACTE(VGP),65 ans et plus,326,2023
2023-2024,2023-10-29,13,DOSES(J07E1),65 ans et plus,1137,2023
2023-2024,2023-10-29,13,ACTE(VGP),moins de 65 ans,194,2023
2023-2024,2023-10-29,13,DOSES(J07E1),moins de 65 ans,488,2023
2023-2024,2023-10-30,14,ACTE(VGP),65 ans et plus,85891,2023
2023-2024,2023-10-30,14,DOSES(J07E1),65 ans et plus,183332,2023
2023-2024,2023-10-30,14,ACTE(VGP),moins de 65 ans,26453,2023
2023-2024,2023-10-30,14,DOSES(J07E1),moins de 65 ans,54468,2023
2023-2024,2023-10-31,15,ACTE(VGP),65 ans et plus,105785,2023
2023-2024,2023-10-31,15,DOSES(J07E1),65 ans et plus,218565,2023
2023-2024,2023-10-31,15,ACTE(VGP),moins de 65 ans,29422,2023
2023-2024,2023-10-31,15,DOSES(J07E1),moins de 65 ans,60440,2023
2023-2024,2023-11-01,16,ACTE(VGP),65 ans et plus,739,2023
2023-2024,2023-11-01,16,DOSES(J07E1),65 ans et plus,1820,2023
2023-2024,2023-11-01,16,ACTE(VGP),moins de 65 ans,371,2023
2023-2024,2023-11-01,16,DOSES(J07E1),moins de 65 ans,835,2023
2023-2024,2023-11-02,17,ACTE(VGP),65 ans et plus,89474,2023
2023-2024,2023-11-02,17,DOSES(J07E1),65 ans et plus,184810,2023
2023-2024,2023-11-02,17,ACTE(VGP),moins de 65 ans,27031,2023
2023-2024,2023-11-02,17,DOSES(J07E1),moins de 65 ans,55418,2023
2023-2024,2023-11-03,18,ACTE(VGP),65 ans et plus,111818,2023
2023-2024,2023-11-03,18,DOSES(J07E1),65 ans et plus,219545,2023
2023-2024,2023-11-03,18,ACTE(VGP),moins de 65 ans,33956,2023
2023-2024,2023-11-03,18,DOSES(J07E1),moins de 65 ans,64035,2023
2023-2024,2023-11-04,19,ACTE(VGP),65 ans et plus,30535,2023
2023-2024,2023-11-04,19,DOSES(J07E1),65 ans et plus,81605,2023
2023-2024,2023-11-04,19,ACTE(VGP),moins de 65 ans,16694,2023
2023-2024,2023-11-04,19,DOSES(J07E1),moins de 65 ans,35082,2023
2023-2024,2023-11-05,20,ACTE(VGP),65 ans et plus,293,2023
2023-2024,2023-11-05,20,DOSES(J07E1),65 ans et plus,839,2023
2023-2024,2023-11-05,20,ACTE(VGP),moins de 65 ans,221,2023
2023-2024,2023-11-05,20,DOSES(J07E1),moins de 65 ans,402,2023
2023-2024,2023-11-06,21,ACTE(VGP),65 ans et plus,124365,2023
2023-2024,2023-11-06,21,DOSES(J07E1),65 ans et plus,235083,2023
2023-2024,2023-11-06,21,ACTE(VGP),moins de 65 ans,28976,2023
2023-2024,2023-11-06,21,DOSES(J07E1),moins de 65 ans,58802,2023
2023-2024,2023-11-07,22,ACTE(VGP),65 ans et plus,150665,2023
2023-2024,2023-11-07,22,DOSES(J07E1),65 ans et plus,271855,2023
2023-2024,2023-11-07,22,ACTE(VGP),moins de 65 ans,31647,2023
2023-2024,2023-11-07,22,DOSES(J07E1),moins de 65 ans,62519,2023
2023-2024,2023-11-08,23,ACTE(VGP),65 ans et plus,113110,2023
2023-2024,2023-11-08,23,DOSES(J07E1),65 ans et plus,210263,2023
2023-2024,2023-11-08,23,ACTE(VGP),moins de 65 ans,26937,2023
